athlete_id,age,gender,height_cm,weight_kg,monthly_income_usd,previously_joined_gym,exercise_plan,balanced_diet,athletics_food_supplements,medical_limitations,smoker,sleeping_habits,workout_prefer_time,frequency_of_play_sports,regular_exercise,preferred_sports,level_of_fittness,motivation_for_workingout
125636,18,M,156,67,12435,no,no,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Running,Unfit,1
411,29,M,171,66,82837,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Perfect,4
125388,19,F,153,70,9698,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,1.5
126105,21,M,186,87,8104,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1.5
228,32,M,168,65,87203,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Good,4.5
122138,20,M,174,66,14153,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Extreme sports,Perfect,3.5
124068,20,F,186,89,18444,yes,no,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Riding a bike,Good,3.5
123404,22,F,157,62,12280,no,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every other day,Alone,Swimming,Good,3.5
124411,34,F,156,61,67711,no,yes,no,yes,yes,FALSE,less than 8 hrs,PM,Once per week,Alone,Roller scating,Good,3
477,34,F,169,67,78247,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Extreme sports,Good,4
126152,20,F,195,101,2151,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Poor,1
122309,30,F,152,59,65464,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Extreme sports,Perfect,4
126114,22,F,188,93,21747,no,no,yes,no,yes,TRUE,less than 8 hrs,PM,Less often,Alone,Swimming,Poor,1
124695,28,M,173,78,57753,yes,yes,no,yes,no,FALSE,night regularly,AM,Every other day,In a pair,Martial arts,Good,3
190,32,M,174,65,74609,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Perfect,4
125699,20,F,154,70,11057,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,As a group,Running,Unfit,1
123337,22,F,154,60,9258,no,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Riding a bike,Average,3
310,33,M,174,65,82517,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,As a group,Extreme sports,Perfect,4
122477,29,M,155,52,58905,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Extreme sports,Good,4.5
235,25,F,174,65,87984,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Perfect,4.5
125215,46,F,180,79,102158,no,no,no,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Riding a bike,Average,3.5
125059,44,F,181,86,120597,no,yes,yes,sometimes,yes,FALSE,less than 8 hrs,AM,Once per week,Alone,Roller scating,Average,3.5
125063,36,M,184,85,111364,yes,yes,no,yes,no,TRUE,less than 8 hrs,PM,Every other day,Alone,Running,Good,3.5
123831,23,M,160,67,46842,no,yes,no,sometimes,no,TRUE,night regularly,PM,Every day,As a group,Riding a bike,Good,3
412,33,F,166,65,77135,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Perfect,4.5
126199,31,M,173,83,68062,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
122592,25,M,187,79,81854,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Roller scating,Good,3.5
110052,23,F,150,50,2714,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Good,4
125256,52,F,180,78,108806,no,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Riding a bike,Average,3.5
123998,23,M,173,85,7251,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every other day,As a group,Martial arts,Good,3
124460,25,F,161,71,91644,no,yes,no,yes,no,FALSE,night regularly,PM,Every other day,In a pair,Running,Good,3
110172,19,F,151,52,7983,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Extreme sports,Perfect,4
125331,20,M,156,69,24053,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
124735,25,F,171,80,76686,yes,no,no,sometimes,yes,TRUE,night regularly,PM,Every day,Alone,Riding a bike,Good,3.5
124150,18,M,184,90,42481,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,3
110146,23,F,152,55,7641,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Riding a bike,Good,4
125226,45,F,180,77,103534,no,no,yes,sometimes,yes,FALSE,night regularly,PM,Once per week,As a group,Swimming,Average,3.5
123740,21,F,164,73,291,yes,yes,no,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,Alone,Riding a bike,Good,3
126203,28,F,172,83,71423,no,yes,no,no,yes,TRUE,less than 8 hrs,PM,Less often,In a pair,Martial arts,Poor,1.5
125917,21,M,172,78,17829,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
546,28,F,174,65,71735,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Extreme sports,Perfect,4
124841,34,F,175,78,74907,no,yes,no,yes,no,TRUE,less than 8 hrs,PM,Once per week,In a pair,Martial arts,Average,3
122882,27,M,197,99,67250,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Good,4.5
446,34,M,176,67,83246,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Perfect,4
346,25,F,166,67,70260,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Perfect,4.5
123029,37,F,162,56,87672,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Extreme sports,Perfect,4.5
125637,21,F,154,66,14523,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Unfit,1
122395,32,F,162,52,61744,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Martial arts,Good,4.5
124984,41,F,169,67,85587,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Extreme sports,Good,3.5
125292,47,M,195,98,83703,no,no,yes,yes,no,FALSE,less than 8 hrs,PM,Every other day,As a group,Swimming,Good,3
125047,38,F,189,90,118297,no,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every other day,In a pair,Running,Average,3.5
124953,40,M,172,68,77189,yes,yes,yes,yes,yes,TRUE,night regularly,PM,Every other day,In a pair,Roller scating,Average,3.5
123483,19,F,165,71,33084,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Good,3.5
425,30,F,176,69,77004,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Perfect,4
110073,19,F,151,53,16712,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Roller scating,Perfect,4
125690,23,M,156,70,23340,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1
123504,18,M,165,66,13924,yes,no,no,sometimes,no,TRUE,less than 8 hrs,PM,Every other day,In a pair,Martial arts,Average,4
125555,23,M,152,70,5755,no,yes,yes,sometimes,no,FALSE,night regularly,PM,Several times per month,Alone,Riding a bike,Unfit,1
125383,20,F,152,69,13044,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
123138,21,F,153,58,5178,yes,yes,no,yes,no,TRUE,less than 8 hrs,PM,Every day,As a group,Martial arts,Average,3
126281,29,M,189,101,35504,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,As a group,Riding a bike,Poor,1.5
125317,21,M,157,68,18550,no,no,no,sometimes,no,TRUE,less than 8 hrs,PM,Less often,As a group,Running,Poor,1
124000,23,M,178,83,38805,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Extreme sports,Good,3
110137,23,M,163,50,8642,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Roller scating,Perfect,4
123335,21,F,154,59,3266,no,yes,no,sometimes,no,TRUE,night regularly,AM,Every day,Alone,Extreme sports,Average,3
123184,19,F,154,65,3402,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Roller scating,Good,4
123988,21,M,174,77,31660,yes,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Once per week,As a group,Riding a bike,Good,3
125481,22,M,151,69,20139,no,yes,no,no,no,TRUE,less than 8 hrs,PM,Less often,In a pair,Roller scating,Unfit,1.5
123255,20,F,157,64,21066,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Riding a bike,Average,3
124658,29,F,173,79,62530,yes,yes,yes,sometimes,yes,TRUE,night regularly,AM,Every day,In a pair,Martial arts,Average,3
122369,26,F,158,55,74659,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Riding a bike,Perfect,4.5
125370,22,M,155,69,6440,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Unfit,1.5
126151,21,F,193,99,6327,yes,no,yes,no,yes,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Running,Poor,1
124680,28,M,171,80,50687,no,no,no,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Roller scating,Average,3
122389,33,F,161,49,60639,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Riding a bike,Perfect,4.5
125871,21,M,167,71,4475,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Unfit,1.5
124528,32,M,165,68,85889,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Good,3
123339,23,M,153,58,14276,yes,yes,no,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Riding a bike,Average,3
122825,29,M,178,83,51717,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Perfect,4
181,25,F,172,67,72845,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Extreme sports,Good,4
124491,29,F,162,71,90881,no,yes,yes,yes,yes,FALSE,night regularly,PM,Once per week,Alone,Running,Good,3.5
122094,22,M,173,67,2651,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Martial arts,Perfect,3.5
122786,26,F,182,78,87802,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,4.5
124169,24,F,184,92,17653,yes,no,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Good,3.5
123627,23,F,163,74,50290,yes,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,3.5
124321,28,F,154,58,58521,no,yes,no,yes,no,TRUE,less than 8 hrs,AM,Every day,In a pair,Riding a bike,Average,3
126392,53,M,176,92,107917,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Roller scating,Poor,4.5
124159,19,F,181,88,20208,yes,no,yes,yes,no,TRUE,less than 8 hrs,AM,Every other day,In a pair,Extreme sports,Good,3.5
126177,34,F,155,62,38322,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1
124807,31,F,173,78,65664,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Martial arts,Average,3.5
124142,19,F,183,89,44165,no,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Martial arts,Average,4
125803,22,M,167,76,2955,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1.5
126286,28,F,195,100,28559,no,no,no,no,yes,TRUE,less than 8 hrs,PM,Less often,Alone,Roller scating,Poor,1.5
123833,21,M,166,74,46650,no,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Extreme sports,Average,3
125268,50,F,179,78,103949,yes,yes,no,sometimes,yes,FALSE,night regularly,PM,Every day,As a group,Roller scating,Average,3.5
132,26,M,174,67,86255,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,As a group,Extreme sports,Perfect,4
124358,31,F,150,62,96687,yes,no,no,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Swimming,Good,4
122903,27,F,196,98,56341,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,As a group,Swimming,Perfect,4.5
124507,27,M,161,68,82172,no,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Martial arts,Good,3.5
123002,40,F,157,55,86997,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
123690,18,F,167,66,51914,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Every other day,Alone,Swimming,Good,3.5
124101,21,M,185,92,30509,no,yes,no,yes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Martial arts,Good,3.5
287,26,F,167,69,79477,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4
124783,29,F,176,79,67210,yes,no,yes,sometimes,no,TRUE,night regularly,AM,Every other day,As a group,Extreme sports,Average,3
123141,19,F,157,59,20110,yes,no,yes,yes,no,TRUE,less than 8 hrs,AM,Every other day,In a pair,Swimming,Average,4
124440,29,M,158,62,98211,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Extreme sports,Average,3
125287,52,M,171,77,103839,yes,no,yes,sometimes,no,TRUE,night regularly,AM,Once per week,Alone,Running,Good,3.5
123517,23,F,161,70,32521,yes,no,no,yes,no,TRUE,night regularly,AM,Every other day,In a pair,Roller scating,Good,4
126205,26,F,170,83,66446,no,no,yes,no,yes,TRUE,less than 8 hrs,PM,Several times per month,As a group,Running,Poor,1.5
122693,30,M,182,76,91924,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,4.5
254,32,M,169,69,72843,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Running,Perfect,4.5
125476,21,F,151,66,20642,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1
122145,21,F,169,65,21400,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,Alone,Running,Perfect,4.5
110065,20,F,158,50,16174,yes,no,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Martial arts,Perfect,3.5
190,32,F,168,67,80878,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Good,4.5
110182,22,F,156,56,10648,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,Alone,Extreme sports,Perfect,3.5
476,25,M,170,65,81824,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Extreme sports,Perfect,4
362,30,F,170,69,70717,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Perfect,4.5
123189,22,F,151,63,11056,yes,yes,no,sometimes,no,TRUE,night regularly,AM,Once per week,As a group,Martial arts,Good,3.5
123080,35,M,181,81,118145,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Riding a bike,Perfect,3.5
126112,23,F,177,88,14794,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
123561,23,F,164,72,18852,yes,no,no,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Running,Average,3
122190,21,M,166,68,8868,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Swimming,Perfect,4.5
123643,23,F,160,72,41676,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Every day,Alone,Martial arts,Good,3.5
117,33,F,169,67,76977,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Good,4.5
122382,34,M,162,52,69677,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Perfect,4.5
123416,23,F,155,58,7377,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Riding a bike,Average,3.5
405,32,F,172,65,77657,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,3.5
124384,29,F,158,62,96296,no,no,yes,yes,yes,FALSE,night regularly,AM,Once per week,In a pair,Roller scating,Good,3.5
123811,24,F,166,74,13426,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Roller scating,Good,3
124114,23,M,180,89,16847,no,yes,no,sometimes,no,FALSE,less than 8 hrs,AM,Every other day,Alone,Martial arts,Average,3
122323,32,F,159,52,63524,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Swimming,Perfect,4
122715,31,F,187,81,61069,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,4.5
124406,29,F,154,63,89810,yes,yes,no,sometimes,no,TRUE,less than 8 hrs,PM,Every day,In a pair,Roller scating,Good,3
122655,34,M,185,76,56382,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Roller scating,Good,3.5
125738,19,M,159,66,2800,no,yes,no,sometimes,no,TRUE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
124745,29,F,171,78,75756,yes,no,no,yes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Martial arts,Good,3.5
463,34,M,174,69,86914,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,3.5
125553,22,M,159,68,21902,no,no,no,sometimes,no,TRUE,night regularly,PM,Less often,Alone,Running,Poor,1
197,32,F,170,66,86619,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Running,Good,3.5
122777,30,F,186,82,54463,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Running,Perfect,4.5
475,27,F,175,67,75570,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4.5
125171,51,F,196,107,80831,yes,yes,yes,yes,yes,FALSE,night regularly,AM,Every day,As a group,Roller scating,Average,3.5
165,30,F,166,66,82072,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Extreme sports,Good,4.5
126390,48,F,178,88,118098,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
123150,20,F,150,61,6433,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Running,Good,3.5
123144,20,M,155,59,16557,yes,no,yes,yes,no,TRUE,night regularly,AM,Every day,As a group,Extreme sports,Good,3.5
125129,53,M,188,79,100795,yes,no,yes,sometimes,no,TRUE,less than 8 hrs,PM,Once per week,Alone,Riding a bike,Good,3
110093,18,F,151,57,10641,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Roller scating,Perfect,4
125008,42,F,192,90,111226,no,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Riding a bike,Average,4
123654,18,M,161,73,48287,no,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Good,3.5
126173,31,M,160,58,30176,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Several times per month,Alone,Riding a bike,Unfit,1.5
126241,25,M,195,98,24215,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1
126245,25,M,197,114,35841,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Roller scating,Unfit,1.5
125966,23,M,169,81,7190,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Poor,1.5
124986,44,F,163,64,77193,yes,yes,no,yes,no,FALSE,night regularly,PM,Once per week,As a group,Roller scating,Good,4
125352,18,M,155,66,5438,no,yes,yes,no,no,TRUE,less than 8 hrs,PM,Several times per month,As a group,Roller scating,Poor,1
110157,18,M,158,57,9831,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Extreme sports,Good,4.5
125348,20,M,156,67,10778,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Riding a bike,Unfit,1.5
126368,44,F,193,113,93880,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1.5
124505,32,F,168,67,98677,no,no,yes,sometimes,no,TRUE,night regularly,AM,Every other day,As a group,Martial arts,Average,4
124105,20,M,188,90,39818,yes,yes,no,yes,no,TRUE,night regularly,AM,Every other day,In a pair,Martial arts,Good,3
125445,20,F,159,69,13053,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Poor,1.5
124555,30,M,167,67,91617,yes,yes,no,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,In a pair,Swimming,Good,3.5
124984,44,F,173,63,98976,yes,yes,yes,sometimes,yes,FALSE,night regularly,AM,Once per week,As a group,Martial arts,Good,3
367,30,F,171,67,74811,yes,no,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Perfect,4.5
125704,24,F,154,70,6769,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1
127,34,F,167,66,80321,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Martial arts,Good,3.5
125897,22,M,167,73,14207,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
125755,24,M,164,73,13117,no,no,yes,no,no,FALSE,night regularly,PM,Several times per month,As a group,Riding a bike,Unfit,1.5
123095,36,M,196,95,77904,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Extreme sports,Perfect,4
123313,21,M,152,59,11987,yes,yes,no,yes,no,TRUE,less than 8 hrs,AM,Once per week,In a pair,Swimming,Average,4
124189,22,F,199,96,1663,no,yes,no,yes,no,FALSE,night regularly,PM,Every other day,As a group,Riding a bike,Good,3.5
123437,22,F,151,58,7730,no,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Riding a bike,Good,3.5
123597,23,F,163,67,10351,yes,no,no,yes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Riding a bike,Good,3
492,29,F,170,69,76548,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,3.5
125041,36,M,191,90,101656,no,yes,yes,yes,yes,TRUE,night regularly,AM,Every day,Alone,Running,Average,4
122427,33,F,150,52,56051,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Extreme sports,Perfect,4.5
344,34,F,167,66,81374,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Perfect,4.5
126018,21,F,178,93,13182,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
125885,22,M,174,73,6983,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Unfit,1
124234,33,F,156,64,87857,yes,yes,no,sometimes,no,TRUE,night regularly,AM,Once per week,As a group,Roller scating,Average,4
124799,28,F,177,78,67159,no,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Riding a bike,Good,3
124318,33,F,154,61,74319,no,yes,yes,sometimes,yes,TRUE,less than 8 hrs,PM,Every other day,As a group,Martial arts,Good,3
123948,24,M,176,79,40860,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Martial arts,Average,4
123765,23,M,161,72,23634,no,no,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Martial arts,Average,3
126362,39,F,192,99,88487,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
122851,32,F,186,84,51226,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,3.5
110018,23,F,158,51,17348,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Perfect,4
123148,18,F,154,56,4565,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Martial arts,Good,4
123168,24,M,151,59,5678,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Martial arts,Good,4
123193,20,F,155,63,22675,yes,no,no,yes,no,TRUE,less than 8 hrs,AM,Every other day,In a pair,Swimming,Average,4
124511,28,M,163,69,99569,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Every day,Alone,Running,Good,3
110068,22,F,155,57,8337,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Extreme sports,Perfect,4
122599,32,M,178,75,80298,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,As a group,Swimming,Good,3.5
125920,21,M,172,80,2737,yes,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Average,1.5
192,32,M,174,68,81339,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Riding a bike,Perfect,4.5
124603,28,M,171,80,71464,yes,yes,yes,yes,no,TRUE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,3.5
126206,30,M,171,81,61145,no,no,no,no,no,TRUE,night regularly,PM,Less often,In a pair,Riding a bike,Unfit,1
467,31,F,170,69,81199,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Perfect,4.5
144,30,M,168,69,78610,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Swimming,Good,4.5
126378,49,M,172,83,115892,no,no,yes,no,yes,TRUE,night regularly,PM,Less often,As a group,Riding a bike,Poor,4.5
110075,23,M,158,49,12896,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Extreme sports,Perfect,4
407,30,F,166,66,85283,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Running,Perfect,4
122828,30,M,184,79,69837,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Roller scating,Perfect,4.5
126422,46,M,195,106,124672,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Unfit,1
126429,47,M,195,100,124174,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Riding a bike,Poor,2
122473,29,M,163,57,67870,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Perfect,4.5
124177,24,F,185,92,36589,no,yes,yes,sometimes,no,TRUE,less than 8 hrs,AM,Once per week,Alone,Martial arts,Average,3
122652,30,M,183,82,99569,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Extreme sports,Perfect,4
126201,28,M,169,82,50236,no,yes,yes,no,no,TRUE,less than 8 hrs,PM,Several times per month,In a pair,Running,Unfit,2
123770,18,F,160,72,4660,yes,no,no,sometimes,no,TRUE,less than 8 hrs,AM,Every day,Alone,Martial arts,Average,3
123370,18,M,152,62,2175,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Once per week,Alone,Running,Good,3.5
125050,43,M,186,86,121781,yes,no,yes,sometimes,yes,FALSE,less than 8 hrs,PM,Every other day,As a group,Martial arts,Good,4
124757,26,M,171,79,61979,no,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Swimming,Average,3
122518,33,F,160,55,59144,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Roller scating,Good,4.5
